Ligand,Receptor,Annotation,Reference
POMC,TAS2R7, ,ppi_lr_go
POMC,TAS2R4, ,ppi_lr_go
POMC,TAS2R3, ,ppi_lr_go
POMC,TAS2R1, ,ppi_lr_go
POMC,GABBR1, ,ppi_lr_go
POMC,LPAR3, ,ppi_lr_go
POMC,GPR55, ,ppi_lr_go
POMC,GPR45, ,ppi_lr_go
PENK,CHRM2, ,ppi_lr_go
PENK,CHRM4, ,ppi_lr_go
PENK,ADRA2A, ,ppi_lr_go
PENK,ADORA3, ,ppi_lr_go
PENK,DRD2, ,ppi_lr_go
PENK,ADRA2B, ,ppi_lr_go
PENK,ADRA2C, ,ppi_lr_go
PENK,S1PR1, ,ppi_lr_go
PENK,CNR1, ,ppi_lr_go
PENK,DRD4, ,ppi_lr_go
PENK,ADORA1, ,ppi_lr_go
PENK,CNR2, ,ppi_lr_go
PENK,DRD3, ,ppi_lr_go
PENK,CASR, ,ppi_lr_go
PENK,PTGER3, ,ppi_lr_go
PENK,HCAR3, ,ppi_lr_go
PENK,P2RY4, ,ppi_lr_go
PENK,TAS2R38, ,ppi_lr_go
PENK,TAS2R39, ,ppi_lr_go
PENK,TAS2R40, ,ppi_lr_go
PENK,TAS2R41, ,ppi_lr_go
PENK,TAS2R31, ,ppi_lr_go
PENK,TAS2R46, ,ppi_lr_go
PENK,TAS2R60, ,ppi_lr_go
PENK,GPR17, ,ppi_lr_go
PENK,GPR18, ,ppi_lr_go
PENK,GRM2, ,ppi_lr_go
PENK,GRM7, ,ppi_lr_go
PENK,GRM3, ,ppi_lr_go
PENK,HCAR2, ,ppi_lr_go
PENK,OXGR1, ,ppi_lr_go
PENK,S1PR3, ,ppi_lr_go
PENK,GPER1, ,ppi_lr_go
PENK,P2RY13, ,ppi_lr_go
PENK,SUCNR1, ,ppi_lr_go
PENK,HCAR1, ,ppi_lr_go
PENK,LPAR5, ,ppi_lr_go
PENK,S1PR5, ,ppi_lr_go
PENK,P2RY12, ,ppi_lr_go
PENK,TAS2R16, ,ppi_lr_go
PENK,TAS2R14, ,ppi_lr_go
PENK,TAS2R13, ,ppi_lr_go
PENK,TAS2R10, ,ppi_lr_go
PENK,TAS2R7, ,ppi_lr_go
PENK,TAS2R4, ,ppi_lr_go
PENK,TAS2R3, ,ppi_lr_go
PENK,TAS2R1, ,ppi_lr_go
PENK,GABBR1, ,ppi_lr_go
PENK,LPAR3, ,ppi_lr_go
PENK,GPR55, ,ppi_lr_go
PDYN,CHRM2, ,ppi_lr_go
PDYN,CHRM4, ,ppi_lr_go
PDYN,ADRA2A, ,ppi_lr_go
PDYN,ADORA3, ,ppi_lr_go
PDYN,DRD2, ,ppi_lr_go
PDYN,ADRA2B, ,ppi_lr_go
PDYN,ADRA2C, ,ppi_lr_go
PDYN,GNAT2, ,ppi_lr_go
PDYN,S1PR1, ,ppi_lr_go
PDYN,CNR1, ,ppi_lr_go
PDYN,DRD4, ,ppi_lr_go
PDYN,ADORA1, ,ppi_lr_go
PDYN,CNR2, ,ppi_lr_go
PDYN,DRD3, ,ppi_lr_go
PDYN,CASR, ,ppi_lr_go
PDYN,PTGER3, ,ppi_lr_go
PDYN,HCAR3, ,ppi_lr_go
PDYN,P2RY4, ,ppi_lr_go
PDYN,TAS2R38, ,ppi_lr_go
PDYN,TAS2R39, ,ppi_lr_go
PDYN,TAS2R40, ,ppi_lr_go
PDYN,TAS2R41, ,ppi_lr_go
PDYN,TAS2R31, ,ppi_lr_go
PDYN,TAS2R46, ,ppi_lr_go
PDYN,TAS2R60, ,ppi_lr_go
PDYN,GPR17, ,ppi_lr_go
PDYN,GPR18, ,ppi_lr_go
PDYN,GRM2, ,ppi_lr_go
PDYN,GRM7, ,ppi_lr_go
PDYN,GRM3, ,ppi_lr_go
PDYN,HCAR2, ,ppi_lr_go
PDYN,OXGR1, ,ppi_lr_go
PDYN,S1PR3, ,ppi_lr_go
PDYN,GPER1, ,ppi_lr_go
PDYN,P2RY13, ,ppi_lr_go
PDYN,SUCNR1, ,ppi_lr_go
PDYN,HCAR1, ,ppi_lr_go
PDYN,LPAR5, ,ppi_lr_go
PDYN,S1PR5, ,ppi_lr_go
PDYN,P2RY12, ,ppi_lr_go
PDYN,TAS2R16, ,ppi_lr_go
PDYN,TAS2R14, ,ppi_lr_go
PDYN,TAS2R13, ,ppi_lr_go
PDYN,TAS2R10, ,ppi_lr_go
PDYN,TAS2R7, ,ppi_lr_go
PDYN,TAS2R4, ,ppi_lr_go
PDYN,TAS2R3, ,ppi_lr_go
PDYN,TAS2R1, ,ppi_lr_go
PDYN,GABBR1, ,ppi_lr_go
PDYN,LPAR3, ,ppi_lr_go
PDYN,GPR55, ,ppi_lr_go
CGA,ADRB2, ,ppi_lr_go
CGA,ADRB1, ,ppi_lr_go
CGA,ADRB3, ,ppi_lr_go
CGA,DRD1, ,ppi_lr_go
CGA,DRD5, ,ppi_lr_go
CGA,ADORA2A, ,ppi_lr_go
CGA,ADORA2B, ,ppi_lr_go
CGA,PTGER4, ,ppi_lr_go
CGA,PTGER2, ,ppi_lr_go
CGA,PTGIR, ,ppi_lr_go
CGA,GPR15, ,ppi_lr_go
CGA,PTGDR, ,ppi_lr_go
CGA,GPR176, ,ppi_lr_go
CGA,GPR150, ,ppi_lr_go
CGA,GPBAR1, ,ppi_lr_go
CGA,TAAR1, ,ppi_lr_go
CGA,GPR20, ,ppi_lr_go
CGA,GPR84, ,ppi_lr_go
CGA,GPR27, ,ppi_lr_go
CGA,GPR83, ,ppi_lr_go
CGA,GPR45, ,ppi_lr_go
TSHB,ADRB2, ,ppi_lr_go
TSHB,ADRB1, ,ppi_lr_go
TSHB,ADRB3, ,ppi_lr_go
TSHB,DRD1, ,ppi_lr_go
TSHB,DRD5, ,ppi_lr_go
TSHB,ADORA2A, ,ppi_lr_go
TSHB,ADORA2B, ,ppi_lr_go
TSHB,PTGER4, ,ppi_lr_go
TSHB,PTGER2, ,ppi_lr_go
TSHB,PTGIR, ,ppi_lr_go
TSHB,GPR15, ,ppi_lr_go
TSHB,PTGDR, ,ppi_lr_go
TSHB,GPR176, ,ppi_lr_go
TSHB,GPR150, ,ppi_lr_go
TSHB,GPBAR1, ,ppi_lr_go
TSHB,TAAR1, ,ppi_lr_go
TSHB,GPR20, ,ppi_lr_go
TSHB,GPR84, ,ppi_lr_go
TSHB,GPR27, ,ppi_lr_go
TSHB,GPR83, ,ppi_lr_go
TSHB,GPR45, ,ppi_lr_go
FSHB,ADRB2, ,ppi_lr_go
FSHB,ADRB1, ,ppi_lr_go
FSHB,ADRB3, ,ppi_lr_go
FSHB,DRD1, ,ppi_lr_go
FSHB,DRD5, ,ppi_lr_go
FSHB,ADORA2A, ,ppi_lr_go
FSHB,ADORA2B, ,ppi_lr_go
FSHB,PTGER4, ,ppi_lr_go
FSHB,PTGER2, ,ppi_lr_go
FSHB,PTGIR, ,ppi_lr_go
FSHB,GPR15, ,ppi_lr_go
FSHB,PTGDR, ,ppi_lr_go
FSHB,GPR176, ,ppi_lr_go
FSHB,GPR150, ,ppi_lr_go
FSHB,GPBAR1, ,ppi_lr_go
FSHB,TAAR1, ,ppi_lr_go
FSHB,GPR20, ,ppi_lr_go
FSHB,GPR84, ,ppi_lr_go
FSHB,GPR27, ,ppi_lr_go
FSHB,GPR83, ,ppi_lr_go
FSHB,GPR45, ,ppi_lr_go
LHB,ADRB2, ,ppi_lr_go
LHB,ADRB1, ,ppi_lr_go
LHB,ADRB3, ,ppi_lr_go
LHB,DRD1, ,ppi_lr_go
LHB,DRD5, ,ppi_lr_go
LHB,ADORA2A, ,ppi_lr_go
LHB,ADORA2B, ,ppi_lr_go
LHB,PTGER4, ,ppi_lr_go
LHB,PTGER2, ,ppi_lr_go
LHB,PTGIR, ,ppi_lr_go
LHB,GPR15, ,ppi_lr_go
LHB,PTGDR, ,ppi_lr_go
LHB,GPR176, ,ppi_lr_go
LHB,GPR150, ,ppi_lr_go
LHB,GPBAR1, ,ppi_lr_go
LHB,TAAR1, ,ppi_lr_go
LHB,GPR20, ,ppi_lr_go
LHB,GPR84, ,ppi_lr_go
LHB,GPR27, ,ppi_lr_go
LHB,GPR83, ,ppi_lr_go
LHB,GPR45, ,ppi_lr_go
PRL,HLA-DQB2, ,ppi_lr_go
PRL,TRAM1, ,ppi_lr_go
CALCA,ADRB2, ,ppi_lr_go
CALCA,ADRB1, ,ppi_lr_go
CALCA,ADRB3, ,ppi_lr_go
CALCA,DRD1, ,ppi_lr_go
CALCA,DRD5, ,ppi_lr_go
CALCA,ADORA2A, ,ppi_lr_go
CALCA,ADORA2B, ,ppi_lr_go
CALCA,PTGER4, ,ppi_lr_go
CALCA,PTGER2, ,ppi_lr_go
CALCA,PTGIR, ,ppi_lr_go
CALCA,GPR15, ,ppi_lr_go
CALCA,PTGDR, ,ppi_lr_go
CALCA,GPR176, ,ppi_lr_go
CALCA,GPR150, ,ppi_lr_go
CALCA,GPBAR1, ,ppi_lr_go
CALCA,TAAR1, ,ppi_lr_go
CALCA,GPR20, ,ppi_lr_go
CALCA,GPR84, ,ppi_lr_go
CALCA,GPR27, ,ppi_lr_go
CALCA,GPR83, ,ppi_lr_go
CALCA,GPR45, ,ppi_lr_go
PTH,ADRB2, ,ppi_lr_go
PTH,ADRB1, ,ppi_lr_go
PTH,ADRB3, ,ppi_lr_go
PTH,DRD1, ,ppi_lr_go
PTH,DRD5, ,ppi_lr_go
PTH,ADORA2A, ,ppi_lr_go
PTH,ADORA2B, ,ppi_lr_go
PTH,PTGER4, ,ppi_lr_go
PTH,PTGER2, ,ppi_lr_go
PTH,PTGIR, ,ppi_lr_go
PTH,GPR15, ,ppi_lr_go
PTH,PTGDR, ,ppi_lr_go
PTH,GPR176, ,ppi_lr_go
PTH,GPR150, ,ppi_lr_go
PTH,GPBAR1, ,ppi_lr_go
PTH,TAAR1, ,ppi_lr_go
PTH,GPR20, ,ppi_lr_go
PTH,GPR84, ,ppi_lr_go
PTH,GPR27, ,ppi_lr_go
PTH,GPR83, ,ppi_lr_go
PTH,GPR45, ,ppi_lr_go
GCG,ADRB2, ,ppi_lr_go
GCG,ADRB1, ,ppi_lr_go
GCG,CHRM5, ,ppi_lr_go
GCG,CHRM1, ,ppi_lr_go
GCG,ADRB3, ,ppi_lr_go
GCG,CHRM3, ,ppi_lr_go
GCG,DRD1, ,ppi_lr_go
GCG,TBXA2R, ,ppi_lr_go
GCG,DRD5, ,ppi_lr_go
GCG,ADRA1D, ,ppi_lr_go
GCG,PTAFR, ,ppi_lr_go
GCG,ADORA2A, ,ppi_lr_go
GCG,ADORA2B, ,ppi_lr_go
GCG,PTGER1, ,ppi_lr_go
GCG,ADRA1A, ,ppi_lr_go
GCG,ADRA1B, ,ppi_lr_go
GCG,PTGER4, ,ppi_lr_go
GCG,CASR, ,ppi_lr_go
GCG,P2RY2, ,ppi_lr_go
GCG,GRM5, ,ppi_lr_go
GCG,PTGFR, ,ppi_lr_go
GCG,PTGER2, ,ppi_lr_go
GCG,PTGIR, ,ppi_lr_go
GCG,LPAR6, ,ppi_lr_go
GCG,GPR4, ,ppi_lr_go
GCG,P2RY1, ,ppi_lr_go
GCG,GPR15, ,ppi_lr_go
GCG,GRM1, ,ppi_lr_go
GCG,PTGDR, ,ppi_lr_go
GCG,GPR17, ,ppi_lr_go
GCG,GPR176, ,ppi_lr_go
GCG,P2RY6, ,ppi_lr_go
GCG,LTB4R, ,ppi_lr_go
GCG,GPR68, ,ppi_lr_go
GCG,GPRC6A, ,ppi_lr_go
GCG,GPR65, ,ppi_lr_go
GCG,GPR150, ,ppi_lr_go
GCG,GPBAR1, ,ppi_lr_go
GCG,TAAR1, ,ppi_lr_go
GCG,GPR20, ,ppi_lr_go
GCG,LPAR5, ,ppi_lr_go
GCG,LTB4R2, ,ppi_lr_go
GCG,GPR84, ,ppi_lr_go
GCG,GPR27, ,ppi_lr_go
GCG,CYSLTR2, ,ppi_lr_go
GCG,GPR83, ,ppi_lr_go
GCG,LPAR3, ,ppi_lr_go
GCG,OPN4, ,ppi_lr_go
GCG,GPR132, ,ppi_lr_go
GCG,CYSLTR1, ,ppi_lr_go
GCG,GPR45, ,ppi_lr_go
VIP,ADRB2, ,ppi_lr_go
VIP,ADRB1, ,ppi_lr_go
VIP,ADRB3, ,ppi_lr_go
VIP,DRD1, ,ppi_lr_go
VIP,DRD5, ,ppi_lr_go
VIP,ADORA2A, ,ppi_lr_go
VIP,ADORA2B, ,ppi_lr_go
VIP,PTGER4, ,ppi_lr_go
VIP,PTGER2, ,ppi_lr_go
VIP,PTGIR, ,ppi_lr_go
VIP,GPR15, ,ppi_lr_go
VIP,PTGDR, ,ppi_lr_go
VIP,GPR176, ,ppi_lr_go
VIP,GPR150, ,ppi_lr_go
VIP,GPBAR1, ,ppi_lr_go
VIP,TAAR1, ,ppi_lr_go
VIP,GPR20, ,ppi_lr_go
VIP,GPR84, ,ppi_lr_go
VIP,GPR27, ,ppi_lr_go
VIP,GPR83, ,ppi_lr_go
VIP,GPR45, ,ppi_lr_go
GHRH,ADRB2, ,ppi_lr_go
GHRH,ADRB1, ,ppi_lr_go
GHRH,ADRB3, ,ppi_lr_go
GHRH,DRD1, ,ppi_lr_go
GHRH,DRD5, ,ppi_lr_go
GHRH,ADORA2A, ,ppi_lr_go
GHRH,ADORA2B, ,ppi_lr_go
GHRH,PTGER4, ,ppi_lr_go
GHRH,PTGER2, ,ppi_lr_go
GHRH,PTGIR, ,ppi_lr_go
GHRH,GPR15, ,ppi_lr_go
GHRH,PTGDR, ,ppi_lr_go
GHRH,GPR176, ,ppi_lr_go
GHRH,GPR150, ,ppi_lr_go
GHRH,GPBAR1, ,ppi_lr_go
GHRH,TAAR1, ,ppi_lr_go
GHRH,GPR20, ,ppi_lr_go
GHRH,GPR84, ,ppi_lr_go
GHRH,GPR27, ,ppi_lr_go
GHRH,GPR83, ,ppi_lr_go
GHRH,GPR45, ,ppi_lr_go
PPY,CHRM2, ,ppi_lr_go
PPY,CHRM4, ,ppi_lr_go
PPY,ADRA2A, ,ppi_lr_go
PPY,ADORA3, ,ppi_lr_go
PPY,DRD2, ,ppi_lr_go
PPY,ADRA2B, ,ppi_lr_go
PPY,ADRA2C, ,ppi_lr_go
PPY,S1PR1, ,ppi_lr_go
PPY,CNR1, ,ppi_lr_go
PPY,DRD4, ,ppi_lr_go
PPY,ADORA1, ,ppi_lr_go
PPY,CNR2, ,ppi_lr_go
PPY,DRD3, ,ppi_lr_go
PPY,CASR, ,ppi_lr_go
PPY,PTGER3, ,ppi_lr_go
PPY,HCAR3, ,ppi_lr_go
PPY,P2RY4, ,ppi_lr_go
PPY,TAS2R38, ,ppi_lr_go
PPY,TAS2R39, ,ppi_lr_go
PPY,TAS2R40, ,ppi_lr_go
PPY,TAS2R41, ,ppi_lr_go
PPY,TAS2R31, ,ppi_lr_go
PPY,TAS2R46, ,ppi_lr_go
PPY,TAS2R60, ,ppi_lr_go
PPY,GPR17, ,ppi_lr_go
PPY,GPR18, ,ppi_lr_go
PPY,GRM2, ,ppi_lr_go
PPY,GRM7, ,ppi_lr_go
PPY,GRM3, ,ppi_lr_go
PPY,HCAR2, ,ppi_lr_go
PPY,OXGR1, ,ppi_lr_go
PPY,S1PR3, ,ppi_lr_go
PPY,GPER1, ,ppi_lr_go
PPY,P2RY13, ,ppi_lr_go
PPY,SUCNR1, ,ppi_lr_go
PPY,HCAR1, ,ppi_lr_go
PPY,LPAR5, ,ppi_lr_go
PPY,S1PR5, ,ppi_lr_go
PPY,P2RY12, ,ppi_lr_go
PPY,TAS2R16, ,ppi_lr_go
PPY,TAS2R14, ,ppi_lr_go
PPY,TAS2R13, ,ppi_lr_go
PPY,TAS2R10, ,ppi_lr_go
PPY,TAS2R7, ,ppi_lr_go
PPY,TAS2R4, ,ppi_lr_go
PPY,TAS2R3, ,ppi_lr_go
PPY,TAS2R1, ,ppi_lr_go
PPY,GABBR1, ,ppi_lr_go
PPY,LPAR3, ,ppi_lr_go
PPY,GPR55, ,ppi_lr_go
NPY,CHRM2, ,ppi_lr_go
NPY,CHRM4, ,ppi_lr_go
NPY,ADRA2A, ,ppi_lr_go
NPY,ADORA3, ,ppi_lr_go
NPY,DRD2, ,ppi_lr_go
NPY,ADRA2B, ,ppi_lr_go
NPY,ADRA2C, ,ppi_lr_go
NPY,S1PR1, ,ppi_lr_go
NPY,CNR1, ,ppi_lr_go
NPY,DRD4, ,ppi_lr_go
NPY,ADORA1, ,ppi_lr_go
NPY,CNR2, ,ppi_lr_go
NPY,DRD3, ,ppi_lr_go
NPY,CASR, ,ppi_lr_go
NPY,PTGER3, ,ppi_lr_go
NPY,HCAR3, ,ppi_lr_go
NPY,P2RY4, ,ppi_lr_go
NPY,TAS2R38, ,ppi_lr_go
NPY,TAS2R39, ,ppi_lr_go
NPY,TAS2R40, ,ppi_lr_go
NPY,TAS2R41, ,ppi_lr_go
NPY,TAS2R31, ,ppi_lr_go
NPY,TAS2R46, ,ppi_lr_go
NPY,TAS2R60, ,ppi_lr_go
NPY,GPR17, ,ppi_lr_go
NPY,GPR18, ,ppi_lr_go
NPY,GRM2, ,ppi_lr_go
NPY,GRM7, ,ppi_lr_go
NPY,GRM3, ,ppi_lr_go
NPY,HCAR2, ,ppi_lr_go
NPY,OXGR1, ,ppi_lr_go
NPY,S1PR3, ,ppi_lr_go
NPY,GPER1, ,ppi_lr_go
NPY,P2RY13, ,ppi_lr_go
NPY,SUCNR1, ,ppi_lr_go
NPY,HCAR1, ,ppi_lr_go
NPY,LPAR5, ,ppi_lr_go
NPY,S1PR5, ,ppi_lr_go
NPY,P2RY12, ,ppi_lr_go
NPY,TAS2R16, ,ppi_lr_go
NPY,TAS2R14, ,ppi_lr_go
NPY,TAS2R13, ,ppi_lr_go
NPY,TAS2R10, ,ppi_lr_go
NPY,TAS2R7, ,ppi_lr_go
NPY,TAS2R4, ,ppi_lr_go
NPY,TAS2R3, ,ppi_lr_go
NPY,TAS2R1, ,ppi_lr_go
NPY,GABBR1, ,ppi_lr_go
NPY,LPAR3, ,ppi_lr_go
NPY,GPR55, ,ppi_lr_go
INS,HLA-DQA1, ,ppi_lr_go
INS,FOLR1, ,ppi_lr_go
GAST,CHRM5, ,ppi_lr_go
GAST,CHRM1, ,ppi_lr_go
GAST,CHRM3, ,ppi_lr_go
GAST,TBXA2R, ,ppi_lr_go
GAST,ADRA1D, ,ppi_lr_go
GAST,PTAFR, ,ppi_lr_go
GAST,PTGER1, ,ppi_lr_go
GAST,ADRA1A, ,ppi_lr_go
GAST,ADRA1B, ,ppi_lr_go
GAST,CASR, ,ppi_lr_go
GAST,P2RY2, ,ppi_lr_go
GAST,GRM5, ,ppi_lr_go
GAST,PTGFR, ,ppi_lr_go
GAST,LPAR6, ,ppi_lr_go
GAST,GPR4, ,ppi_lr_go
GAST,P2RY1, ,ppi_lr_go
GAST,GRM1, ,ppi_lr_go
GAST,GPR17, ,ppi_lr_go
GAST,P2RY6, ,ppi_lr_go
GAST,LTB4R, ,ppi_lr_go
GAST,GPR68, ,ppi_lr_go
GAST,GPRC6A, ,ppi_lr_go
GAST,GPR65, ,ppi_lr_go
GAST,LPAR5, ,ppi_lr_go
GAST,LTB4R2, ,ppi_lr_go
GAST,CYSLTR2, ,ppi_lr_go
GAST,LPAR3, ,ppi_lr_go
GAST,OPN4, ,ppi_lr_go
GAST,GPR132, ,ppi_lr_go
GAST,CYSLTR1, ,ppi_lr_go
TNF,RASA3, ,ppi_lr_go
IFNB1,PTPN6, ,ppi_lr_go
IFNG,PTPN6, ,ppi_lr_go
IL1B,IL1RL1, ,ppi_lr_go
APOA1,KRT1, ,ppi_lr_go
APOA1,CD36, ,ppi_lr_go
APOA1,MSR1, ,ppi_lr_go
APOA1,SDC4, ,ppi_lr_go
APOA1,LRP2, ,ppi_lr_go
APOA1,LRP1, ,ppi_lr_go
APOA1,LRP8, ,ppi_lr_go
APOA1,ABCA7, ,ppi_lr_go
APOA1,GPC6, ,ppi_lr_go
TTR,STRA6, ,ppi_lr_go
PPBP,CHRM2, ,ppi_lr_go
PPBP,CHRM4, ,ppi_lr_go
PPBP,ADRA2A, ,ppi_lr_go
PPBP,ADORA3, ,ppi_lr_go
PPBP,DRD2, ,ppi_lr_go
PPBP,ADRA2B, ,ppi_lr_go
PPBP,ADRA2C, ,ppi_lr_go
PPBP,S1PR1, ,ppi_lr_go
PPBP,CNR1, ,ppi_lr_go
PPBP,DRD4, ,ppi_lr_go
PPBP,ADORA1, ,ppi_lr_go
PPBP,CNR2, ,ppi_lr_go
PPBP,DRD3, ,ppi_lr_go
PPBP,CASR, ,ppi_lr_go
PPBP,PTGER3, ,ppi_lr_go
PPBP,HCAR3, ,ppi_lr_go
PPBP,P2RY4, ,ppi_lr_go
PPBP,TAS2R38, ,ppi_lr_go
PPBP,TAS2R39, ,ppi_lr_go
PPBP,TAS2R40, ,ppi_lr_go
PPBP,TAS2R41, ,ppi_lr_go
PPBP,TAS2R31, ,ppi_lr_go
PPBP,TAS2R46, ,ppi_lr_go
PPBP,TAS2R60, ,ppi_lr_go
PPBP,GPR17, ,ppi_lr_go
PPBP,GPR18, ,ppi_lr_go
PPBP,GRM2, ,ppi_lr_go
PPBP,GRM7, ,ppi_lr_go
PPBP,GRM3, ,ppi_lr_go
PPBP,HCAR2, ,ppi_lr_go
PPBP,OXGR1, ,ppi_lr_go
PPBP,S1PR3, ,ppi_lr_go
PPBP,GPER1, ,ppi_lr_go
PPBP,P2RY13, ,ppi_lr_go
PPBP,SUCNR1, ,ppi_lr_go
PPBP,HCAR1, ,ppi_lr_go
PPBP,LPAR5, ,ppi_lr_go
PPBP,S1PR5, ,ppi_lr_go
PPBP,P2RY12, ,ppi_lr_go
PPBP,TAS2R16, ,ppi_lr_go
PPBP,TAS2R14, ,ppi_lr_go
PPBP,TAS2R13, ,ppi_lr_go
PPBP,TAS2R10, ,ppi_lr_go
PPBP,TAS2R7, ,ppi_lr_go
PPBP,TAS2R4, ,ppi_lr_go
PPBP,TAS2R3, ,ppi_lr_go
PPBP,TAS2R1, ,ppi_lr_go
PPBP,GABBR1, ,ppi_lr_go
PPBP,LPAR3, ,ppi_lr_go
PPBP,GPR55, ,ppi_lr_go
PF4,CHRM2, ,ppi_lr_go
PF4,CHRM4, ,ppi_lr_go
PF4,ADRA2A, ,ppi_lr_go
PF4,ADORA3, ,ppi_lr_go
PF4,DRD2, ,ppi_lr_go
PF4,ADRA2B, ,ppi_lr_go
PF4,ADRA2C, ,ppi_lr_go
PF4,S1PR1, ,ppi_lr_go
PF4,CNR1, ,ppi_lr_go
PF4,DRD4, ,ppi_lr_go
PF4,ADORA1, ,ppi_lr_go
PF4,CNR2, ,ppi_lr_go
PF4,DRD3, ,ppi_lr_go
PF4,CASR, ,ppi_lr_go
PF4,PTGER3, ,ppi_lr_go
PF4,HCAR3, ,ppi_lr_go
PF4,P2RY4, ,ppi_lr_go
PF4,TAS2R38, ,ppi_lr_go
PF4,TAS2R39, ,ppi_lr_go
PF4,TAS2R40, ,ppi_lr_go
PF4,TAS2R41, ,ppi_lr_go
PF4,TAS2R31, ,ppi_lr_go
PF4,TAS2R46, ,ppi_lr_go
PF4,TAS2R60, ,ppi_lr_go
PF4,GPR17, ,ppi_lr_go
PF4,GPR18, ,ppi_lr_go
PF4,GRM2, ,ppi_lr_go
PF4,GRM7, ,ppi_lr_go
PF4,GRM3, ,ppi_lr_go
PF4,HCAR2, ,ppi_lr_go
PF4,OXGR1, ,ppi_lr_go
PF4,S1PR3, ,ppi_lr_go
PF4,GPER1, ,ppi_lr_go
PF4,P2RY13, ,ppi_lr_go
PF4,SUCNR1, ,ppi_lr_go
PF4,HCAR1, ,ppi_lr_go
PF4,LPAR5, ,ppi_lr_go
PF4,S1PR5, ,ppi_lr_go
PF4,P2RY12, ,ppi_lr_go
PF4,TAS2R16, ,ppi_lr_go
PF4,TAS2R14, ,ppi_lr_go
PF4,TAS2R13, ,ppi_lr_go
PF4,TAS2R10, ,ppi_lr_go
PF4,TAS2R7, ,ppi_lr_go
PF4,TAS2R4, ,ppi_lr_go
PF4,TAS2R3, ,ppi_lr_go
PF4,TAS2R1, ,ppi_lr_go
PF4,GABBR1, ,ppi_lr_go
PF4,LPAR3, ,ppi_lr_go
PF4,GPR55, ,ppi_lr_go
CXCL10,CHRM2, ,ppi_lr_go
CXCL10,CHRM4, ,ppi_lr_go
CXCL10,ADRA2A, ,ppi_lr_go
CXCL10,ADORA3, ,ppi_lr_go
CXCL10,DRD2, ,ppi_lr_go
CXCL10,ADRA2B, ,ppi_lr_go
CXCL10,ADRA2C, ,ppi_lr_go
CXCL10,S1PR1, ,ppi_lr_go
CXCL10,CNR1, ,ppi_lr_go
CXCL10,DRD4, ,ppi_lr_go
CXCL10,ADORA1, ,ppi_lr_go
CXCL10,CNR2, ,ppi_lr_go
CXCL10,DRD3, ,ppi_lr_go
CXCL10,CASR, ,ppi_lr_go
CXCL10,PTGER3, ,ppi_lr_go
CXCL10,HCAR3, ,ppi_lr_go
CXCL10,P2RY4, ,ppi_lr_go
CXCL10,TAS2R38, ,ppi_lr_go
CXCL10,TAS2R39, ,ppi_lr_go
CXCL10,TAS2R40, ,ppi_lr_go
CXCL10,TAS2R41, ,ppi_lr_go
CXCL10,TAS2R31, ,ppi_lr_go
CXCL10,TAS2R46, ,ppi_lr_go
CXCL10,TAS2R60, ,ppi_lr_go
CXCL10,GPR17, ,ppi_lr_go
CXCL10,GPR18, ,ppi_lr_go
CXCL10,GRM2, ,ppi_lr_go
CXCL10,GRM7, ,ppi_lr_go
CXCL10,GRM3, ,ppi_lr_go
CXCL10,HCAR2, ,ppi_lr_go
CXCL10,OXGR1, ,ppi_lr_go
CXCL10,S1PR3, ,ppi_lr_go
CXCL10,GPER1, ,ppi_lr_go
CXCL10,P2RY13, ,ppi_lr_go
CXCL10,SUCNR1, ,ppi_lr_go
CXCL10,HCAR1, ,ppi_lr_go
CXCL10,LPAR5, ,ppi_lr_go
CXCL10,S1PR5, ,ppi_lr_go
CXCL10,P2RY12, ,ppi_lr_go
CXCL10,TAS2R16, ,ppi_lr_go
CXCL10,TAS2R14, ,ppi_lr_go
CXCL10,TAS2R13, ,ppi_lr_go
CXCL10,TAS2R10, ,ppi_lr_go
CXCL10,TAS2R7, ,ppi_lr_go
CXCL10,TAS2R4, ,ppi_lr_go
CXCL10,TAS2R3, ,ppi_lr_go
CXCL10,TAS2R1, ,ppi_lr_go
CXCL10,GABBR1, ,ppi_lr_go
CXCL10,LPAR3, ,ppi_lr_go
CXCL10,GPR55, ,ppi_lr_go
RLN2,ADRB2, ,ppi_lr_go
RLN2,ADRB1, ,ppi_lr_go
RLN2,ADRB3, ,ppi_lr_go
RLN2,DRD1, ,ppi_lr_go
RLN2,DRD5, ,ppi_lr_go
RLN2,ADORA2A, ,ppi_lr_go
RLN2,ADORA2B, ,ppi_lr_go
RLN2,PTGER4, ,ppi_lr_go
RLN2,PTGER2, ,ppi_lr_go
RLN2,PTGIR, ,ppi_lr_go
RLN2,GPR15, ,ppi_lr_go
RLN2,PTGDR, ,ppi_lr_go
RLN2,GPR176, ,ppi_lr_go
RLN2,GPR150, ,ppi_lr_go
RLN2,GPBAR1, ,ppi_lr_go
RLN2,TAAR1, ,ppi_lr_go
RLN2,GPR20, ,ppi_lr_go
RLN2,GPR84, ,ppi_lr_go
RLN2,GPR27, ,ppi_lr_go
RLN2,GPR83, ,ppi_lr_go
RLN2,GPR45, ,ppi_lr_go
CSF2,PTPN6, ,ppi_lr_go
TFF1,RARG, ,ppi_lr_go
WNT1,FRZB, ,ppi_lr_go
RLN1,AR, ,ppi_lr_go
IFNA4,PTPN6, ,ppi_lr_go
